Date,Week,Month,Year,Market Name,Market Type,Commodity,Source,Latitude,Longitude,Location,Bid,Nearby Futures Month,Futures Price,Basis
10/16/2009,41,10,2009,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),9.66,Nov,9.775,-0.115
10/23/2009,42,10,2009,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),9.94,Nov,10.06,-0.12
10/30/2009,43,10,2009,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),9.62,Nov,9.78,-0.16
11/06/2009,44,11,2009,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),9.33,Nov,9.55,-0.22
11/13/2009,45,11,2009,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),9.65,Nov,9.87,-0.22
11/20/2009,46,11,2009,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),10.25,Nov,10.46,-0.21
11/27/2009,47,11,2009,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),10.32,Jan,10.53,-0.21
12/04/2009,48,12,2009,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),10.23,Jan,10.43,-0.2
12/11/2009,49,12,2009,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),10.17,Jan,10.35,-0.18
12/18/2009,50,12,2009,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),9.94,Jan,10.12,-0.18
01/08/2010,1,1,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),9.95,Jan,10.22,-0.27
01/15/2010,2,1,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),9.49,Jan,9.74,-0.25
01/22/2010,3,1,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),9.26,Jan,9.515,-0.255
01/29/2010,4,1,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),8.91,Jan,9.14,-0.23
02/05/2010,5,2,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),9.1,Jan,9.295,-0.195
02/12/2010,6,2,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),9.27,Jan,9.45,-0.18
02/19/2010,7,2,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),9.29,Jan,9.45,-0.16
02/26/2010,8,2,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),9.35,Jan,9.51,-0.16
03/05/2010,9,3,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),9.17,May,9.4275,-0.2575
03/12/2010,10,3,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),9.04,May,9.3,-0.26
03/19/2010,11,3,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),9.36,May,9.6175,-0.2575
03/26/2010,12,3,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),9.3,May,9.52,-0.22
04/02/2010,13,3,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),9.19,May,9.42,-0.23
04/09/2010,14,4,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),9.28,May,9.5225,-0.2425
04/16/2010,15,4,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),9.61,May,9.8525,-0.2425
04/23/2010,16,4,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),9.79,May,10,-0.21
04/30/2010,17,4,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),9.68,May,9.895,-0.215
05/07/2010,18,5,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),9.3,Jul,9.6,-0.3
05/14/2010,19,5,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),9.26,Jul,9.535,-0.275
05/21/2010,20,5,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),9.21,Jul,9.41,-0.2
05/28/2010,21,5,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),9.24,Jul,9.3775,-0.1375
06/04/2010,22,6,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),9.28,Jul,9.35,-0.07
06/11/2010,23,6,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),9.43,Jul,9.4625,-0.0325
06/18/2010,24,6,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),9.63,Aug,9.51,0.12
06/25/2010,25,6,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),9.52,Aug,9.41,0.11
07/02/2010,26,6,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),9.48,Aug,9.445,0.035
07/09/2010,27,7,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),10.03,Aug,9.9325,0.0975
07/16/2010,28,7,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),10.29,Aug,9.85,0.44
07/23/2010,29,7,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),10.22,Aug,9.815,0.405
07/30/2010,30,7,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),10.47,Nov,10.05,0.42
08/06/2010,31,8,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),10.68,Nov,10.34,0.34
08/13/2010,32,8,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),10.62,Nov,10.44,0.18
08/20/2010,33,8,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),10.15,Nov,10.04,0.11
08/27/2010,34,8,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),10.32,Nov,10.26,0.06
09/03/2010,35,8,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),10.29,Nov,10.35,-0.06
09/10/2010,36,9,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),10.06,Nov,10.31,-0.25
09/17/2010,37,9,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),10.34,Nov,10.69,-0.35
09/24/2010,38,9,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),10.89,Nov,11.26,-0.37
10/01/2010,39,9,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),10.18,Nov,10.57,-0.39
10/08/2010,40,10,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),10.98,Nov,11.35,-0.37
10/15/2010,41,10,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),11.52,Nov,11.85,-0.33
10/22/2010,42,10,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),11.71,Nov,11.975,-0.265
10/29/2010,43,10,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),12.02,Nov,12.26,-0.24
11/05/2010,44,11,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),12.52,Nov,12.84,-0.32
11/12/2010,45,11,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),12.38,Nov,12.69,-0.31
11/19/2010,46,11,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),11.77,Nov,12.015,-0.245
11/26/2010,47,11,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),12.31,Nov,12.385,-0.075
12/03/2010,48,11,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),12.8,Jan,13.0025,-0.2025
12/10/2010,49,12,2010,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),12.5,Jan,12.73,-0.23
01/14/2011,2,1,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.85,Jan,14.225,-0.375
01/21/2011,3,1,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.72,Jan,14.1225,-0.4025
01/28/2011,4,1,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.63,Mar,13.98,-0.35
02/04/2011,5,2,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.99,Mar,14.335,-0.345
02/11/2011,6,2,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.84,Mar,14.16,-0.32
02/18/2011,7,2,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.38,Mar,13.68,-0.3
02/25/2011,8,2,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.36,Mar,13.655,-0.295
03/04/2011,9,3,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.82,Mar,14.14,-0.32
03/11/2011,10,3,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.01,May,13.345,-0.335
03/18/2011,11,3,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.3,May,13.625,-0.325
03/25/2011,12,3,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.29,May,13.5825,-0.2925
04/01/2011,13,3,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.66,May,13.9375,-0.2775
04/08/2011,14,4,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.45,May,13.9225,-0.4725
04/15/2011,15,4,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.08,May,13.3175,-0.2375
04/21/2011,16,4,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.58,May,13.805,-0.225
04/29/2011,17,4,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.72,May,13.9275,-0.2075
05/06/2011,18,5,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.07,Jul,13.26,-0.19
05/13/2011,19,5,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.12,Jul,13.295,-0.175
05/20/2011,20,5,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.67,Jul,13.8025,-0.1325
05/27/2011,21,5,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.73,Jul,13.7975,-0.0675
06/03/2011,22,5,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),14.08,Jul,14.145,-0.065
06/10/2011,23,6,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.81,Jul,13.8725,-0.0625
06/17/2011,24,6,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.31,Jul,13.33,-0.02
06/24/2011,25,6,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.19,Jul,13.2025,-0.0125
07/01/2011,26,6,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.19,Aug,13.1275,0.0625
07/08/2011,27,7,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.52,Aug,13.4675,0.0525
07/15/2011,28,7,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.92,Aug,13.8575,0.0625
07/22/2011,29,7,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.83,Aug,13.8025,0.0275
07/29/2011,30,7,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.52,Aug,13.5425,-0.0225
08/05/2011,31,8,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.26,Aug,13.4525,-0.1925
08/12/2011,32,8,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.27,Aug,13.3475,-0.0775
08/19/2011,33,8,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.58,Nov,13.685,-0.105
08/26/2011,34,8,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),14.11,Nov,14.235,-0.125
09/02/2011,35,8,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),14.21,Nov,14.4575,-0.2475
09/09/2011,36,9,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.98,Nov,14.2675,-0.2875
09/16/2011,37,9,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.29,Nov,13.555,-0.265
09/23/2011,38,9,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),12.26,Nov,12.58,-0.32
09/30/2011,39,9,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),11.47,Nov,11.79,-0.32
10/07/2011,40,10,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),11.24,Nov,11.5825,-0.3425
10/14/2011,41,10,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),12.43,Nov,12.7,-0.27
10/21/2011,42,10,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),11.91,Nov,12.1225,-0.2125
10/28/2011,43,10,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),11.96,Nov,12.17,-0.21
11/04/2011,44,11,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),11.96,Nov,12.21,-0.25
11/11/2011,45,11,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),11.51,Nov,11.755,-0.245
11/18/2011,46,11,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),11.44,Jan,11.6825,-0.2425
11/25/2011,47,11,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),11,Jan,11.065,-0.065
12/02/2011,48,11,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),11.17,Jan,11.2625,-0.0925
12/09/2011,49,12,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),10.88,Jan,11.07,-0.19
12/16/2011,50,12,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),11.11,Jan,11.3,-0.19
12/23/2011,51,12,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),11.41,Jan,11.63,-0.22
12/30/2011,52,12,2011,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),11.79,Jan,11.985,-0.195
01/06/2012,1,1,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),11.72,Jan,11.965,-0.245
01/13/2012,2,1,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),11.35,Jan,11.5825,-0.2325
01/20/2012,3,1,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),11.67,Jan,11.87,-0.2
01/27/2012,4,1,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),11.98,Mar,12.19,-0.21
02/03/2012,5,1,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),12.16,Mar,12.325,-0.165
02/10/2012,6,2,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),12.11,Mar,12.29,-0.18
02/17/2012,7,2,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),12.51,Mar,12.675,-0.165
02/24/2012,8,2,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),12.62,Mar,12.79,-0.17
03/02/2012,9,2,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.13,May,13.33,-0.2
03/09/2012,10,3,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.18,May,13.3775,-0.1975
03/16/2012,11,3,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.55,May,13.74,-0.19
03/23/2012,12,3,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.48,May,13.6575,-0.1775
03/30/2012,13,3,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.84,May,14.03,-0.19
04/05/2012,14,4,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),14.18,May,14.34,-0.16
04/13/2012,15,4,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),14.19,May,14.3675,-0.1775
04/20/2012,16,4,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),14.28,May,14.4675,-0.1875
04/27/2012,17,4,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),14.78,May,15,-0.22
05/04/2012,18,5,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),14.64,May,14.7825,-0.1425
05/11/2012,19,5,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.88,Jul,14.06,-0.18
05/18/2012,20,5,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.92,Jul,14.05,-0.13
05/25/2012,21,5,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.69,Jul,13.82,-0.13
06/01/2012,22,5,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.35,Jul,13.4425,-0.0925
06/08/2012,23,6,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),14.19,Jul,14.2625,-0.0725
06/15/2012,24,6,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),13.74,Jul,14,-0.26
06/22/2012,25,6,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),14.38,Jul,14.425,-0.045
06/29/2012,26,6,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),14.98,Jul,15.1275,-0.1475
07/06/2012,27,7,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),15.9,Aug,15.6725,0.2275
07/13/2012,28,7,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),16.16,Aug,15.9475,0.2125
07/20/2012,29,7,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),17.91,Aug,17.575,0.335
07/27/2012,30,7,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),17.08,Aug,16.8425,0.2375
08/03/2012,31,7,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),16.82,Nov,16.2875,0.5325
08/10/2012,32,8,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),16.82,Nov,16.4375,0.3825
08/17/2012,33,8,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),16.97,Nov,16.4375,0.5325
08/24/2012,34,8,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),17.71,Nov,17.315,0.395
08/31/2012,35,8,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),17.77,Nov,17.565,0.205
09/07/2012,36,9,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),17.36,Nov,17.365,-0.005
09/14/2012,37,9,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),17.4,Nov,17.39,0.01
09/21/2012,38,9,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),16.08,Nov,16.2175,-0.1375
09/28/2012,39,9,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),15.57,Nov,16.01,-0.44
10/05/2012,40,10,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),15.38,Nov,15.515,-0.135
10/12/2012,41,10,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),15.1,Nov,15.225,-0.125
10/19/2012,42,10,2012,Illinois,Elevator Bid,Soybeans,GeoGrain Subscription,40.375496169,-89.33530089,POINT (-89.33530089 40.375496169),15.22,Nov,15.3425,-0.1225
